category_id,category_name,category_description,parent_category_id,level
cat8-1-1,High-Resolution Imaging,"This micro-category is a specific startup lane under Earth Observation. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-1,3
cat8-1-2,SAR Satellites,"This micro-category is a specific startup lane under Earth Observation. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-1,3
cat8-1-3,Multi-Spectral Sensors,"This micro-category is a specific startup lane under Earth Observation. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-1,3
cat8-2,Secure Space Communications,"This sub-category sits within Space & Defense Satellites and captures a focused capability area for startup scouting. Startups here typically ship deployable subsystems, software modules, or platform components rather than full end-to-end solutions. Key differentiators often include robustness in contested environments, low SWaP constraints, and integration-readiness. Commercial spillover into aerospace, robotics, and critical infrastructure is common. This grouping enables more precise search, filtering, and competitive mapping inside the parent category. It is intended to surface concentrated pockets of innovation and funding momentum.",cat8,2
cat8-2-1,Encrypted Satellite Links,"This micro-category is a specific startup lane under Secure Space Communications. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-2,3
cat8-2-2,Anti-Jamming Space Systems,"This micro-category is a specific startup lane under Secure Space Communications. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-2,3
cat8-2-3,Space Resilience Networks,"This micro-category is a specific startup lane under Secure Space Communications. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-2,3
cat8-3,Space Domain Awareness,"This sub-category sits within Space & Defense Satellites and captures a focused capability area for startup scouting. Startups here typically ship deployable subsystems, software modules, or platform components rather than full end-to-end solutions. Key differentiators often include robustness in contested environments, low SWaP constraints, and integration-readiness. Commercial spillover into aerospace, robotics, and critical infrastructure is common. This grouping enables more precise search, filtering, and competitive mapping inside the parent category. It is intended to surface concentrated pockets of innovation and funding momentum.",cat8,2
cat8-3-1,Orbital Tracking Systems,"This micro-category is a specific startup lane under Space Domain Awareness. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-3,3
cat8-3-2,Space Debris Monitoring,"This micro-category is a specific startup lane under Space Domain Awareness. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-3,3
cat8-3-3,Counter-Space Defense,"This micro-category is a specific startup lane under Space Domain Awareness. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat8-3,3
cat9,Battlefield Robotics,"Battlefield robotics startups develop robotic systems for logistics, reconnaissance, and combat support. These platforms can transport equipment, defuse explosives, or conduct scouting missions. AI enhances autonomy and adaptability in harsh terrains. Robotics reduces human risk and increases operational efficiency. Spin-offs include industrial automation and search-and-rescue systems. The field represents a major modernization frontier in defense.",,1
cat9-1,Explosive Ordnance Disposal (EOD),"This sub-category sits within Battlefield Robotics and captures a focused capability area for startup scouting. Startups here typically ship deployable subsystems, software modules, or platform components rather than full end-to-end solutions. Key differentiators often include robustness in contested environments, low SWaP constraints, and integration-readiness. Commercial spillover into aerospace, robotics, and critical infrastructure is common. This grouping enables more precise search, filtering, and competitive mapping inside the parent category. It is intended to surface concentrated pockets of innovation and funding momentum.",cat9,2
cat9-1-1,Bomb Disposal Robots,"This micro-category is a specific startup lane under Explosive Ordnance Disposal (EOD). Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-1,3
cat9-1-2,Remote Manipulation Systems,"This micro-category is a specific startup lane under Explosive Ordnance Disposal (EOD). Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-1,3
cat9-1-3,Hazardous Material Robotics,"This micro-category is a specific startup lane under Explosive Ordnance Disposal (EOD). Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-1,3
cat9-2,Tactical Support Robotics,"This sub-category sits within Battlefield Robotics and captures a focused capability area for startup scouting. Startups here typically ship deployable subsystems, software modules, or platform components rather than full end-to-end solutions. Key differentiators often include robustness in contested environments, low SWaP constraints, and integration-readiness. Commercial spillover into aerospace, robotics, and critical infrastructure is common. This grouping enables more precise search, filtering, and competitive mapping inside the parent category. It is intended to surface concentrated pockets of innovation and funding momentum.",cat9,2
cat9-2-1,Autonomous Resupply Bots,"This micro-category is a specific startup lane under Tactical Support Robotics. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-2,3
cat9-2-2,Casualty Evacuation Robots,"This micro-category is a specific startup lane under Tactical Support Robotics. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-2,3
cat9-2-3,Perimeter Patrol Robots,"This micro-category is a specific startup lane under Tactical Support Robotics. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-2,3
cat9-3,Swarm Robotics,"This sub-category sits within Battlefield Robotics and captures a focused capability area for startup scouting. Startups here typically ship deployable subsystems, software modules, or platform components rather than full end-to-end solutions. Key differentiators often include robustness in contested environments, low SWaP constraints, and integration-readiness. Commercial spillover into aerospace, robotics, and critical infrastructure is common. This grouping enables more precise search, filtering, and competitive mapping inside the parent category. It is intended to surface concentrated pockets of innovation and funding momentum.",cat9,2
cat9-3-1,Coordinated Drone Swarms,"This micro-category is a specific startup lane under Swarm Robotics. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-3,3
cat9-3-2,Autonomous Robot Fleets,"This micro-category is a specific startup lane under Swarm Robotics. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-3,3
cat9-3-3,AI Swarm Coordination Engines,"This micro-category is a specific startup lane under Swarm Robotics. Companies usually focus on a narrow technical wedge or product module with clear performance metrics. Typical requirements include high reliability, secure operation, and rapid integration with existing systems. These startups are useful for early signal detection and partnership or acquisition scanning. Dual-use applications can extend into industrial automation, security, or aerospace markets. This label is designed for high-zoom exploration and fine-grained clustering.",cat9-3,3
